labels 0 1 2 3 4 5
0 0.999021 3.07199e-05 0.000390782 4.59629e-05 0.000479772 3.21378e-05
0 0.998282 8.23184e-05 0.000456151 0.000178091 0.000914587 8.65233e-05
0 0.99866 0.000225938 0.000424688 0.00038472 0.000165818 0.000138506
0 0.998696 0.000211511 0.000485602 0.000423803 4.4189e-05 0.000138903
0 0.997628 0.000220162 0.00102816 0.000469883 0.000515083 0.000138352
0 0.997995 0.000228675 0.000605513 0.000589369 0.000443194 0.000138491
0 0.999082 0.000217981 0.000155734 0.000422242 8.83166e-05 3.33551e-05
0 0.999437 0.00015614 1.78899e-05 0.000294118 8.52474e-05 9.38791e-06
0 0.999278 0.000110985 0.000135609 0.000291369 8.81431e-05 9.56577e-05
0 0.99948 0.000217743 3.74656e-05 0.000136657 4.63217e-05 8.18921e-05
0 0.999171 0.000123027 0.000198277 0.000275781 0.000148614 8.37595e-05
0 0.998938 0.000217975 0.000116863 0.000474627 0.000205044 4.72446e-05
0 0.999271 7.97522e-05 0.000127403 0.000112633 0.000362799 4.687e-05
0 0.998474 7.67807e-05 0.000158599 0.000141519 0.00109525 5.37131e-05
0 0.99887 7.03344e-05 0.000626921 4.25193e-05 0.000373424 1.7079e-05
0 0.99991 3.07535e-05 1.1249e-05 1.67278e-05 2.78181e-05 3.84911e-06
0 0.999797 2.60613e-05 2.12139e-05 1.10135e-05 0.000141479 3.05413e-06
0 0.999283 2.12421e-05 0.000246086 1.97524e-05 0.000425221 5.02639e-06
0 0.999753 1.41184e-05 9.75287e-05 1.25361e-05 0.000120222 3.03807e-06
0 0.999807 9.31309e-06 6.54571e-05 3.08784e-05 7.48394e-05 1.23014e-05
0 0.999705 3.3083e-05 0.000183105 2.68222e-05 4.59233e-05 6.08564e-06
0 0.999597 0.000120546 3.97607e-05 9.80279e-05 0.000139708 4.4697e-06
0 0.999891 4.95324e-05 2.94017e-06 3.69072e-05 1.60987e-05 3.34152e-06
0 0.999842 7.41549e-05 2.2624e-06 5.42156e-05 7.65405e-06 2.01415e-05
0 0.999639 8.12229e-05 3.35855e-05 5.46428e-05 0.000177295 1.45194e-05
0 0.999769 3.8981e-05 5.34357e-06 7.73419e-05 8.96896e-05 1.95191e-05
0 0.999565 2.60948e-05 8.93236e-05 1.3206e-05 0.000286192 2.03572e-05
0 0.999917 1.25729e-05 2.75816e-06 1.79603e-05 3.73223e-05 1.23774e-05
0 0.999891 9.7229e-06 1.2234e-05 8.18645e-06 7.7506e-05 8.56558e-07
0 0.998159 3.56027e-06 0.00104301 2.82168e-05 0.000721606 4.41462e-05
0 0.99884 2.27916e-05 0.000242846 4.71637e-05 0.000815105 3.16241e-05
0 0.999326 1.62658e-05 0.000196588 3.6686e-05 0.000408039 1.68909e-05
0 0.999387 2.5375e-05 0.000251532 7.01414e-05 0.000204281 6.15337e-05
0 0.998822 9.33582e-06 0.000405451 2.3869e-05 0.00063503 0.000104164
0 0.999746 8.4368e-05 3.01199e-05 2.91498e-05 3.40371e-05 7.68067e-05
0 0.999545 7.48611e-05 0.000170489 7.71085e-05 6.89542e-05 6.33392e-05
0 0.998133 0.000290819 0.00105874 0.000164457 0.000214781 0.000138255
0 0.998341 0.000239904 0.00106305 0.000195534 0.000110239 5.04646e-05
0 0.998072 0.000219136 0.00106144 0.000418613 8.98007e-05 0.000138734
0 0.999073 4.05574e-05 0.000254994 5.7028e-05 0.000463866 0.000110193
0 0.999252 0.000121475 0.000101253 0.000271208 0.000116212 0.000138313
0 0.999735 2.64834e-05 4.96262e-05 7.26782e-05 9.9554e-05 1.6672e-05
0 0.999814 1.51351e-05 1.56639e-05 9.77956e-05 3.33329e-05 2.41153e-05
0 0.999776 4.03185e-05 8.22355e-05 3.14755e-05 3.70473e-05 3.2887e-05
0 0.999839 3.39783e-05 2.93823e-05 5.6053e-05 1.95373e-05 2.2353e-05
0 0.999166 3.52889e-05 0.000511226 4.59057e-05 0.000219276 2.21624e-05
0 0.999803 9.56911e-06 8.91646e-05 5.27707e-05 2.77831e-05 1.8212e-05
0 0.999911 6.48192e-06 4.52133e-06 4.93528e-05 4.87038e-06 2.41219e-05
0 0.999939 1.07969e-05 4.34715e-06 2.98032e-05 9.6055e-06 6.8703e-06
0 0.999669 8.50042e-05 0.00014096 5.56314e-05 3.60037e-05 1.38631e-05
0 0.999885 5.87635e-05 5.03323e-06 4.25291e-05 1.38518e-06 7.76758e-06
0 0.999626 7.20645e-05 0.000145767 9.15819e-05 3.13531e-05 3.27339e-05
0 0.999798 4.2503e-05 2.36231e-05 3.38096e-05 8.18804e-05 1.99373e-05
0 0.9996 5.28463e-05 9.34112e-05 0.000190653 4.10187e-05 2.18811e-05
0 0.999426 1.79825e-05 0.000297151 0.000162825 7.08178e-05 2.52336e-05
0 0.99966 3.41815e-05 0.000146062 8.63682e-05 6.66918e-05 6.52295e-06
0 0.999923 1.01013e-05 3.93709e-05 1.29532e-05 1.25691e-05 1.54193e-06
0 0.999963 1.39333e-05 4.95927e-06 1.22672e-05 5.3885e-06 9.00872e-07
0 0.999771 1.93311e-05 2.37257e-05 2.85914e-05 0.000151417 5.48495e-06
0 0.998569 0.000133561 0.000215757 0.000143693 0.000924857 1.36305e-05
0 0.999501 0.000126821 7.14826e-05 0.000138783 0.000155302 6.7705e-06
0 0.999731 5.42842e-05 3.92352e-05 7.89742e-05 7.97853e-05 1.63879e-05
0 0.999838 1.71083e-05 1.44984e-05 6.74172e-05 4.30482e-05 1.9546e-05
0 0.998783 6.61732e-05 9.08858e-05 6.56055e-05 0.000972804 2.12741e-05
0 0.999514 5.21461e-05 7.7008e-06 0.000376003 1.407e-05 3.59882e-05
0 0.99947 4.90414e-05 1.56762e-05 0.000424806 1.42334e-05 2.65163e-05
0 0.999271 9.06084e-05 5.53252e-06 0.000546657 4.03813e-05 4.57698e-05
0 0.999288 8.61017e-05 0.000343367 0.000172126 8.02228e-05 3.00625e-05
0 0.999422 2.20663e-05 4.53916e-06 0.000534356 7.15889e-06 9.83461e-06
0 0.999503 4.14721e-05 3.82527e-05 0.00033373 2.54468e-05 5.81488e-05
0 0.999576 4.7745e-05 4.29463e-05 0.00019932 3.78955e-05 9.6326e-05
0 0.999471 9.48236e-05 2.03601e-05 0.000304716 4.6873e-05 6.20035e-05
0 0.999751 1.24284e-05 3.45551e-05 0.000146045 2.97476e-05 2.61854e-05
0 0.999821 2.34981e-05 2.62818e-05 9.81378e-05 9.97451e-06 2.1491e-05
0 0.999478 2.98184e-05 0.000241221 4.0717e-05 0.000194768 1.51898e-05
0 0.999764 3.4758e-05 1.68367e-05 6.41587e-05 7.78418e-05 4.27911e-05
0 0.999913 8.13343e-06 4.29831e-07 7.01213e-05 2.38366e-06 6.01098e-06
0 0.999857 3.44192e-05 9.50876e-06 6.73751e-05 2.7153e-05 4.49754e-06
0 0.999192 0.000248114 0.000256028 0.000104354 0.000173394 2.60634e-05
0 0.999196 0.000156365 0.000104697 0.000183035 0.00033174 2.76972e-05
0 0.998891 0.000220422 0.000280771 0.000356832 0.000217262 3.37158e-05
0 0.998485 0.000220602 0.000202554 9.45883e-05 0.000988786 8.70511e-06
0 0.998675 4.05784e-05 0.000102493 7.73649e-05 0.00109002 1.41031e-05
0 0.999643 1.99337e-05 5.0585e-05 9.52969e-05 0.0001852 5.71445e-06
0 0.999772 1.46266e-05 9.82304e-05 6.11797e-06 0.000102611 6.86911e-06
0 0.998377 6.93421e-05 0.000345949 1.01525e-05 0.00109227 0.000105534
0 0.997508 0.000149768 0.000635536 0.000416414 0.00115161 0.000138786
0 0.997457 0.000183009 0.000778046 0.000289003 0.00111066 0.000182547
0 0.997413 0.00018561 0.00061253 0.000442421 0.00116799 0.000178554
0 0.999313 3.03048e-05 0.000240772 2.2115e-05 0.000353283 4.08516e-05
0 0.997157 0.000175196 0.000832385 0.000599669 0.00105856 0.000177129
0 0.998241 9.31948e-05 0.000481351 0.000206852 0.000856657 0.000121033
0 0.997347 0.00017502 0.000941967 0.000424745 0.000936811 0.00017404
0 0.998167 8.90561e-05 0.00105207 8.62075e-05 0.000447258 0.00015804
0 0.999173 5.3869e-05 0.000350163 0.0001144 0.00013476 0.00017332
0 0.997804 3.55372e-06 0.001067 0.000414774 0.000578633 0.0001324
0 0.999072 3.57025e-07 0.000718912 0.000111269 5.19366e-05 4.5955e-05
0 0.998617 4.5147e-07 0.00106942 0.000215955 8.23537e-05 1.47773e-05
0 0.998931 6.7888e-07 0.000939104 5.20601e-05 7.22026e-05 4.92091e-06
0 0.998 1.26891e-05 0.000898512 5.2259e-05 0.000993487 4.31758e-05
0 0.998917 3.77327e-05 0.000267642 1.6655e-05 0.000617771 0.000143386
0 0.99796 8.91582e-05 0.00106906 0.000165944 0.000568688 0.000147579
0 0.998786 1.85264e-05 0.000863553 0.000184903 0.000100034 4.74638e-05
0 0.99878 3.20294e-05 0.00101614 8.61518e-05 5.3639e-05 3.21755e-05
0 0.999549 2.34559e-05 0.000317823 4.61845e-05 3.47986e-05 2.83681e-05
0 0.99925 2.74357e-05 0.000514607 7.41981e-05 0.000104859 2.87467e-05
0 0.999808 3.26123e-05 0.000111209 2.52967e-05 1.27838e-05 1.03938e-05
0 0.998448 0.000207241 0.00106591 0.000157533 9.08031e-05 3.02329e-05
0 0.999607 9.34503e-05 0.000233836 3.08717e-05 2.14921e-05 1.36244e-05
0 0.998668 0.000134031 0.000543098 0.000204761 0.000397367 5.27813e-05
0 0.999403 8.29929e-05 9.4422e-05 0.000179242 0.000102455 0.00013802
0 0.999415 2.33743e-05 0.000230929 8.28569e-05 0.000172262 7.55377e-05
0 0.998562 0.00010983 0.0006515 0.000110937 0.00042808 0.000138067
0 0.998368 0.000126967 0.00073835 7.28627e-05 0.000610715 8.31533e-05
0 0.997546 0.000222511 0.0010678 0.000419495 0.000604129 0.000139614
0 0.99873 0.000238836 0.000237595 0.000295848 0.000400311 9.77865e-05
0 0.999298 0.000271833 0.000125674 0.00014674 9.20326e-05 6.62088e-05
0 0.99871 7.77954e-05 0.000232188 4.89008e-05 0.000890871 4.01812e-05
0 0.998402 0.000218128 0.000239207 0.000502837 0.000499555 0.000138769
0 0.997974 0.000159533 0.000459883 0.000264351 0.00110991 3.21925e-05
0 0.999465 0.000118304 1.05149e-05 0.000297021 7.20908e-05 3.65749e-05
0 0.999198 5.32034e-05 2.46932e-05 0.000510935 0.000151485 6.19612e-05
0 0.998556 0.000186907 0.000167434 0.000133561 0.000817579 0.000138113
0 0.999295 0.000220149 0.000207853 7.87373e-05 9.64676e-05 0.000101392
0 0.999573 0.000175504 6.24601e-05 3.9648e-05 6.82002e-05 8.09351e-05
0 0.999687 6.84943e-05 3.72067e-05 2.8886e-05 0.00016348 1.4603e-05
0 0.999562 2.84336e-05 4.74467e-05 3.5287e-05 0.000322474 4.57067e-06
0 0.999287 0.00013604 0.000185952 0.000142499 0.000211936 3.64108e-05
0 0.999981 7.13784e-07 4.70148e-06 7.22197e-06 2.18506e-06 3.70619e-06
0 0.999844 3.24352e-06 6.23093e-05 7.55415e-06 7.69182e-05 5.98077e-06
0 0.999547 8.14409e-06 0.000176708 1.51401e-05 0.000238634 1.43868e-05
0 0.999501 5.01954e-05 0.000132391 7.98743e-05 0.000220546 1.57135e-05
0 0.999217 8.39252e-05 9.5178e-05 0.000107058 0.000463436 3.38461e-05
0 0.999791 3.32245e-05 1.16387e-05 8.89692e-05 5.14544e-05 2.37642e-05
0 0.998927 3.76238e-05 0.000429996 7.29991e-05 0.000501257 3.14098e-05
0 0.999664 2.20914e-05 0.000204551 2.13447e-05 7.90576e-05 8.96067e-06
0 0.99953 2.29122e-05 0.000215378 4.6583e-05 0.000178026 6.81046e-06
0 0.999729 6.25896e-05 7.97599e-06 0.000136568 5.30953e-05 1.08799e-05
0 0.999447 0.000188867 9.70723e-05 6.48646e-05 0.000179138 2.31973e-05
0 0.998689 0.000232258 0.000454178 0.000423605 0.000143436 5.80124e-05
0 0.99879 0.000180752 0.000121248 0.000369184 0.000468608 7.00796e-05
0 0.999277 9.86017e-05 8.22345e-06 0.000422969 5.44325e-05 0.000138766
0 0.99977 0.000140746 1.42683e-06 5.33229e-05 1.64859e-06 3.26643e-05
0 0.999592 0.000118109 6.35963e-05 4.83125e-05 0.000130266 4.80868e-05
0 0.998571 0.000229134 0.000133659 4.81242e-05 0.000954504 6.40465e-05
0 0.999731 0.000134497 4.24585e-06 7.95675e-05 2.58917e-05 2.48162e-05
0 0.999692 0.000119823 2.35237e-05 6.37122e-05 3.57052e-05 6.55303e-05
0 0.999595 8.15614e-05 1.1504e-05 0.000153847 0.000101214 5.64821e-05
0 0.999678 2.13254e-05 8.51887e-05 4.98061e-05 0.000152021 1.34455e-05
0 0.999889 1.58077e-05 1.68876e-05 5.22464e-05 1.66503e-05 9.85009e-06
0 0.999838 4.83579e-06 3.60476e-05 3.26509e-05 8.59526e-05 2.81416e-06
0 0.999733 1.69441e-05 6.51479e-05 5.63464e-05 0.000118166 1.08037e-05
0 0.999831 3.0943e-05 1.09918e-05 5.91895e-05 5.71868e-05 1.08893e-05
0 0.998311 5.19605e-05 0.000353436 0.000128303 0.00110268 5.24064e-05
0 0.99796 5.38581e-05 0.000543714 0.00020313 0.00110118 0.000138059
0 0.998081 8.0404e-05 0.000534851 0.000415642 0.000749576 0.000138777
0 0.998988 0.000218246 2.98928e-05 0.000278914 0.000362503 0.000121947
0 0.999288 0.000101113 3.26832e-05 0.000120626 0.000358846 9.86111e-05
0 0.999679 1.69012e-05 3.39204e-05 2.22675e-05 0.000232955 1.483e-05
0 0.999796 1.3633e-05 1.49286e-05 2.66699e-05 0.000132064 1.62498e-05
0 0.999491 1.4526e-05 6.14093e-05 4.41364e-05 0.000376661 1.20764e-05
0 0.998795 2.0109e-05 0.000334368 7.59969e-05 0.00073206 4.2202e-05
0 0.999701 3.27001e-05 2.13007e-05 0.000100666 8.90682e-05 5.5576e-05
0 0.997946 9.52306e-05 0.000916415 2.58288e-05 0.000968538 4.83192e-05
0 0.999592 0.000101357 4.99008e-05 3.61483e-05 0.000188329 3.27537e-05
0 0.999544 6.57546e-05 9.33808e-05 4.35012e-05 0.000224338 2.91684e-05
0 0.99967 1.54464e-05 2.72504e-05 3.86545e-05 0.000182382 6.65293e-05
0 0.999062 4.78325e-05 2.89105e-05 5.92179e-05 0.000765338 3.65107e-05
0 0.998025 2.74815e-05 0.000755644 5.25466e-05 0.00112082 1.86135e-05
0 0.999544 1.55204e-05 0.00021129 8.55317e-05 0.000133942 1.01188e-05
0 0.9998 2.63784e-05 2.12326e-05 0.000119734 3.11862e-05 1.38527e-06
0 0.998256 0.000114137 0.000312728 0.000254851 0.00105959 2.53747e-06
0 0.998168 0.000150869 0.000382424 0.000348947 0.000946519 3.66896e-06
0 0.998384 9.40431e-05 0.000584384 6.19347e-05 0.000863853 1.14038e-05
0 0.999436 2.79992e-05 0.000319093 1.94409e-05 0.000171212 2.67033e-05
0 0.997405 0.000177169 0.000943521 0.000416176 0.000935363 0.000122936
0 0.998803 6.10987e-06 0.000981225 4.65303e-06 0.000193624 1.18829e-05
0 0.998435 1.21981e-05 0.00106295 0.000173738 0.000266899 4.90422e-05
0 0.99758 5.19038e-05 0.000983553 0.000419107 0.000816229 0.000149102
0 0.997069 0.000174912 0.000809797 0.00114788 0.00062472 0.000173857
0 0.999773 2.55437e-05 6.77508e-05 9.38831e-06 4.59362e-05 7.80333e-05
0 0.999479 5.86164e-05 0.000257712 8.58146e-05 4.69462e-05 7.15155e-05
0 0.997644 0.00017468 0.000640513 0.00111992 0.000246468 0.000174702
0 0.999024 3.12112e-05 0.000597512 0.000248475 4.56369e-05 5.3314e-05
0 0.998387 4.15641e-05 0.0010625 0.000271224 8.7159e-05 0.000150227
0 0.997908 0.000136911 0.000441802 0.00120671 0.000128383 0.000178381
0 0.998896 1.52725e-05 0.000475723 0.000419452 7.84381e-05 0.000115516
0 0.99922 4.17031e-05 0.000175497 0.000308721 0.000127192 0.000126578
0 0.998386 0.00016309 0.000303899 0.000446121 0.000527661 0.000173718
0 0.998634 0.000174522 0.000520305 0.000365267 0.000137907 0.000167716
0 0.998231 9.1793e-05 0.000938109 0.000421822 0.00013562 0.000182026
0 0.999459 3.06032e-05 0.000193689 0.000234108 1.6761e-05 6.57932e-05
0 0.998277 0.000201499 0.000610338 0.000623381 9.6219e-05 0.000191246
0 0.999592 1.94657e-05 0.000140937 0.000183228 3.13209e-05 3.33051e-05
0 0.999334 1.43097e-05 0.000447483 0.000132425 4.94883e-05 2.23247e-05
0 0.998497 4.56954e-05 0.00106909 9.9241e-05 0.000220987 6.80746e-05
0 0.998141 0.000218193 0.00107023 0.000256866 0.000174472 0.000138771
0 0.999579 5.19663e-05 0.000240387 7.28198e-05 1.87456e-05 3.70494e-05
0 0.997908 0.000218268 0.00107019 0.000422741 0.000242258 0.000138632
0 0.997479 0.000219196 0.00102884 0.00045929 0.000675404 0.000138113
0 0.997879 0.000220305 0.00104057 0.000422942 0.000298768 0.000138651
0 0.997985 0.000163669 0.00102297 0.000416279 0.00032583 8.65565e-05
0 0.998639 0.00012988 0.000735703 0.000130781 0.000292789 7.14506e-05
0 0.998475 0.000219185 0.000544694 0.000417922 0.000204508 0.000138407
0 0.999482 7.53638e-05 0.000189231 0.000174652 3.98072e-05 3.91188e-05
0 0.998681 0.000153392 0.000397767 0.000343909 0.000392444 3.15071e-05
0 0.997996 0.000224998 0.000915155 0.000197903 0.000628057 3.82494e-05
0 0.99739 0.000217818 0.000913959 0.000508822 0.00093791 3.10984e-05
0 0.998029 0.000219751 0.000789513 0.00064417 0.000307048 1.04516e-05
0 0.998953 0.00021776 3.53645e-05 0.000579834 0.00020426 9.51293e-06
0 0.999075 0.000218278 2.79665e-05 0.000564562 0.000105639 8.74592e-06
0 0.997675 0.000218598 0.00106708 0.000416042 0.000601415 2.17392e-05
0 0.99914 7.21756e-05 0.000317623 6.2625e-05 0.00039718 1.08418e-05
0 0.999337 0.000243564 2.05963e-05 0.000110486 0.00027905 9.23751e-06
0 0.999312 0.000170058 2.13486e-05 0.000242027 0.000232322 2.19946e-05
0 0.997923 0.000275641 0.000393283 0.000213706 0.00109413 0.000100562
0 0.998549 0.000239428 0.000541714 6.34478e-05 0.000587204 1.92669e-05
0 0.999286 0.000253817 0.000262228 9.35474e-05 9.67408e-05 7.62628e-06
0 0.999401 0.000136241 0.000107922 0.000227307 0.000124171 3.61796e-06
0 0.999729 6.4558e-05 1.91936e-05 0.000112402 7.25181e-05 2.56843e-06
0 0.999772 6.19865e-05 1.09074e-06 0.000137097 2.337e-05 4.08048e-06
0 0.999895 4.39806e-05 1.22915e-06 2.13656e-05 3.27402e-05 6.08432e-06
0 0.999884 2.34389e-05 8.62756e-06 1.90388e-05 5.49243e-05 1.02023e-05
0 0.999797 5.74365e-05 1.39394e-05 9.38666e-05 1.7432e-05 2.0457e-05
0 0.999879 3.09313e-05 7.56989e-07 4.08795e-05 3.03393e-05 1.84612e-05
0 0.998968 0.000223892 1.98917e-05 0.000206546 0.000503904 7.76511e-05
0 0.999483 6.55507e-05 5.77758e-05 2.92383e-05 0.000300082 6.42194e-05
0 0.999514 2.24847e-06 0.000161666 2.73272e-05 0.00029052 4.47856e-06
0 0.999812 1.65806e-06 4.475e-06 0.000169614 5.90642e-06 6.65055e-06
0 0.999347 1.71064e-05 0.000200684 0.000129985 0.000291385 1.40257e-05
0 0.999623 1.14555e-05 0.000113393 9.9754e-05 0.000142609 1.02862e-05
0 0.999747 2.52361e-05 9.56381e-05 8.27925e-05 4.04649e-05 8.57885e-06
0 0.999816 1.12705e-05 0.000108968 4.20983e-05 1.92592e-05 2.88711e-06
0 0.999077 1.30048e-05 0.000747076 3.3499e-05 0.000125629 3.34628e-06
0 0.99956 1.25638e-05 0.000246477 2.63226e-05 0.000151372 3.42361e-06
0 0.9998 2.49504e-05 2.73542e-05 0.000120238 2.20668e-05 5.27927e-06
0 0.999411 2.55577e-05 0.000190292 0.000248086 0.00011622 9.07741e-06
0 0.999731 9.72586e-06 0.000120828 4.34078e-05 8.22473e-05 1.32789e-05
0 0.999689 1.4984e-05 8.09148e-05 0.000126525 7.50903e-05 1.32006e-05
0 0.99974 1.70186e-05 9.02963e-05 4.24634e-05 0.000102654 7.30572e-06
0 0.999935 8.43626e-06 1.04725e-05 3.3838e-05 5.7999e-06 6.28074e-06
0 0.997988 2.69274e-05 0.000883016 5.07618e-05 0.00100936 4.23044e-05
0 0.999354 1.50297e-05 0.000262437 9.12491e-05 0.000256611 2.11358e-05
0 0.999498 2.39484e-05 0.000269831 7.54749e-05 0.000113933 1.90309e-05
0 0.999569 8.90647e-06 0.000284408 5.45417e-05 6.74089e-05 1.5943e-05
0 0.998725 9.24599e-06 0.000934888 1.85611e-05 0.000306131 6.60889e-06
0 0.999877 7.81581e-06 1.86359e-05 7.14568e-05 2.31769e-05 2.40259e-06
0 0.999389 2.19098e-05 0.00016926 2.69901e-05 0.000379503 1.2975e-05
0 0.999656 2.26816e-05 7.82201e-05 5.63374e-05 0.000169391 1.78246e-05
0 0.999052 1.18218e-05 0.000509519 6.94086e-05 0.000338485 1.92252e-05
0 0.999882 1.73253e-05 3.83281e-05 3.3491e-05 2.04564e-05 8.33703e-06
0 0.99986 4.49553e-05 5.19977e-05 1.52068e-05 1.51616e-05 1.26032e-05
0 0.999914 2.2482e-05 1.77188e-06 5.20834e-05 2.30775e-06 7.01736e-06
0 0.999854 8.17716e-06 3.27771e-05 7.69757e-05 1.18376e-05 1.65822e-05
0 0.999747 7.65117e-05 4.25614e-05 9.6239e-05 2.8769e-05 8.42773e-06
0 0.999873 2.85467e-05 4.5604e-06 8.59152e-05 2.31675e-06 5.57438e-06
